fileid,audiopath,prev,next,time,emotion,transcription
Ses02F_impro02_F006,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F006.wav,Ses02F_impro02_M005,Ses02F_impro02_F007,88.0123 - 94.8416,sad,"Their not gonna let you.  You have to stay home and I have to go.  I mean, that's all--"
Ses02F_impro02_F007,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F007.wav,Ses02F_impro02_F006,Ses02F_impro02_M006,96.6544 - 108.6034,sad,"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay."
Ses02F_impro02_F008,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F008.wav,Ses02F_impro02_M006,Ses02F_impro02_M007,114.9300 - 126.1305,sad,"I know, but, she needs to be safe more.  She needs to be around kids her age--own age.  She needs to be able to play on the streets and--"
Ses02F_impro02_F009,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F009.wav,Ses02F_impro02_M007,Ses02F_impro02_M008,139.4718 - 143.5239,sad,You can just remember it for me.
Ses02F_impro02_F010,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F010.wav,Ses02F_impro02_M008,Ses02F_impro02_F011,148.5507 - 156.3682,sad,"Well, I need--I need you to be able to do this for me 'cause I can't do anything about it."
Ses02F_impro02_F011,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F011.wav,Ses02F_impro02_F010,Ses02F_impro02_M009,158.5369 - 166.7660,sad,"I mean, it's just as hard for me, but--I know that we can do it, you know"
Ses02F_impro02_F012,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F012.wav,Ses02F_impro02_M010,Ses02F_impro02_M011,184.8857 - 191.1740,sad,I don't want you in danger.  And I don't want her in danger.
Ses02F_impro02_F013,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_F013.wav,Ses02F_impro02_M011,Ses02F_impro02_M012,193.9264 - 207.0400,sad,I have no choice. There's nothing I can do.
Ses02F_impro02_M000,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M000.wav,Ses02F_impro02_F000,Ses02F_impro02_F001,11.5255 - 18.7886,xxx,I can't believe that--now--are you sure this is absolutely necessary?  Like--
Ses02F_impro02_M001,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M001.wav,Ses02F_impro02_F001,Ses02F_impro02_F002,24.1978 - 31.0213,fru,What--what're we gonna do here?  I can't--I can't do this by myself.  I--
Ses02F_impro02_M002,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M002.wav,Ses02F_impro02_F002,Ses02F_impro02_F003,37.8258 - 47.7648,fru,"But, I'm--I'm nothing--I'm nothing without you here.  Maybe we can--we can get out of this somehow."
Ses02F_impro02_M003,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M003.wav,Ses02F_impro02_F003,Ses02F_impro02_F004,49.5424 - 63.7247,fru,"Well, come on.  You've gotta think of something.  A year--a year away, it's gonna tear us apart.  I don't even--I don't even wanna think about it.  I mean, I don't even know if I'll be able to get in touch with you or--"
Ses02F_impro02_M004,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M004.wav,Ses02F_impro02_F005,Ses02F_impro02_M005,75.6898 - 78.5377,xxx,It's not going to be the same.
Ses02F_impro02_M005,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M005.wav,Ses02F_impro02_M004,Ses02F_impro02_F006,79.4743 - 88.2594,fru,"What if--maybe--what if, uh, we went somewhere over there?  I don't--I don't know--I--I need to figure something out for this because--"
Ses02F_impro02_M006,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M006.wav,Ses02F_impro02_F007,Ses02F_impro02_F008,108.3358 - 114.6815,fru,This is gonna be a--a crucial yet--she's--she's growing up.  She's gonna need you.
Ses02F_impro02_M007,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M007.wav,Ses02F_impro02_F008,Ses02F_impro02_F009,126.3408 - 139.8386,sad,But she's--you're not gonna--you're not gonna be here for--for her first words.  For her first steps.  I mean--it's something that you're supposed to be here for that--
Ses02F_impro02_M008,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M008.wav,Ses02F_impro02_F009,Ses02F_impro02_F010,144.2502 - 150.5386,fru,I don't know--I don't know--I don't know how--I don't know how this could even be possible for you--I--if I was--
Ses02F_impro02_M009,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M009.wav,Ses02F_impro02_F011,Ses02F_impro02_M010,167.2160 - 177.6416,fru,"I mean, you just get to--go off and do your thing.  I mean, yeah, we're both--I don't know--it's bad for both of us, but--"
Ses02F_impro02_M010,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M010.wav,Ses02F_impro02_M009,Ses02F_impro02_F012,177.9283 - 185.5164,fru,...it would be so much better if we can--if we could stay together somehow.  You know--we could--we could do this together.
Ses02F_impro02_M011,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M011.wav,Ses02F_impro02_F012,Ses02F_impro02_F013,190.0061 - 194.4042,xxx,I don't want you in danger.  Where are you going?  You're going over to war.
Ses02F_impro02_M012,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro02/Ses02F_impro02_M012.wav,Ses02F_impro02_F013,,208.8905 - 210.8151,sad,All right.
Ses02F_impro03_F000,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F000.wav,,Ses02F_impro03_M000,4.7324 - 8.7800,exc,"Oh my God.  Guess what, guess what, guess what, guess what, guess what, guess what?"
Ses02F_impro03_F001,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F001.wav,Ses02F_impro03_M000,Ses02F_impro03_M001,8.8100 - 10.9300,exc,"Well, guess.  Guess, guess, guess, guess."
Ses02F_impro03_F002,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F002.wav,Ses02F_impro03_M001,Ses02F_impro03_M002,14.0800 - 16.1300,xxx,Don't look at my left hand.
Ses02F_impro03_F003,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F003.wav,Ses02F_impro03_M003,Ses02F_impro03_M004,22.6600 - 28.0319,xxx,"He proposed.  He proposed.  Well, and I said yes, of course. [LAUGHTER]"
Ses02F_impro03_F004,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F004.wav,Ses02F_impro03_M004,Ses02F_impro03_M005,30.6500 - 32.6500,exc,I'm so excited.
Ses02F_impro03_F005,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F005.wav,Ses02F_impro03_M005,Ses02F_impro03_F006,34.5699 - 38.8951,xxx,"Remember how we had that date?  And I was like, oh yeah, this is a date, whatever."
Ses02F_impro03_F006,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F006.wav,Ses02F_impro03_F005,Ses02F_impro03_F007,39.0078 - 52.9200,xxx,"So after we sort of went out dinner and I was already like tired.  I wasn't all that excited and and so he's like let's go down to the beach and I was like no I don't want to the beach, like I'm tired. And he's like no, no we have to go.  And I was like okay, like that's a little weird."
Ses02F_impro03_F007,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F007.wav,Ses02F_impro03_F006,Ses02F_impro03_F008,52.9300 - 61.8184,xxx,"So, he--so we walked down to the pier and there's like these lights--like these little, like lights-- and we're like what's that? And he's like I don't know let's go find out."
Ses02F_impro03_F008,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F008.wav,Ses02F_impro03_F007,Ses02F_impro03_M006,61.8300 - 69.8600,xxx,So we walked down there and there's-[LAUGHTER]-And there's- this huge like ten foot heart in candles on the beach--
Ses02F_impro03_F009,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F009.wav,Ses02F_impro03_M006,Ses02F_impro03_M007,69.9100 - 81.9971,exc,"like all they have And I was like, what's going on?  And he like takes my hand and pulls me into the middle and he's like--you know, get's on his knee and everything--And says will you marry me? And I flipped out."
Ses02F_impro03_F010,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F010.wav,Ses02F_impro03_M007,Ses02F_impro03_M008,83.9300 - 91.6100,xxx,"I know.  I was like, how did he get--like he must have called someone or had them set--like, I have no idea."
Ses02F_impro03_F011,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F011.wav,Ses02F_impro03_M008,Ses02F_impro03_M009,95.4500 - 99.6572,exc,'Cause- 'Cause he was with me. You didn't do it did you?
Ses02F_impro03_F012,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F012.wav,Ses02F_impro03_M009,Ses02F_impro03_M010,101.5291 - 102.9500,exc,You didn't know anything?
Ses02F_impro03_F013,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F013.wav,Ses02F_impro03_M010,Ses02F_impro03_M011,105.1350 - 111.4700,exc,"I was just--it was so like I thought this might happen eventually, but like not yet, you know what I mean?  Like--"
Ses02F_impro03_F014,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F014.wav,Ses02F_impro03_M011,Ses02F_impro03_M012,112.7000 - 117.2700,exc,"It is good.  It's totally good.  I mean, it like oh, you know."
Ses02F_impro03_F015,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F015.wav,Ses02F_impro03_M012,Ses02F_impro03_F016,121.0516 - 127.2609,hap,I know. So we're gonna take it--Like we're not gonna get married right away--'Cause we want to like have plenty of time to plan everything out
Ses02F_impro03_F016,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F016.wav,Ses02F_impro03_F015,Ses02F_impro03_M013,127.3236 - 133.2123,hap,"...and, um, my parents want to like be part of it and help out and everything--So we want to give it lots of time to like--"
Ses02F_impro03_F017,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F017.wav,Ses02F_impro03_M013,Ses02F_impro03_M014,133.6443 - 140.0700,hap,"Yeah, yeah, I called them. I called them And, of course, they were so excited 'cause they love him. Like they always have.  Um--"
Ses02F_impro03_F018,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F018.wav,Ses02F_impro03_M014,Ses02F_impro03_M015,141.2100 - 148.2370,hap,"So, yeah, I mean, it'll be good.  We wanna like, uh, I think we're gonna have it in spring time, like early Spring--So it's no too hot yet.  And um--"
Ses02F_impro03_F019,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F019.wav,Ses02F_impro03_M015,Ses02F_impro03_M016,149.0800 - 156.2108,hap,"I don't know.  I mean, I kinda like the idea of having something outside, but--Like--is a- Yeah,"
Ses02F_impro03_F020,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F020.wav,Ses02F_impro03_M016,Ses02F_impro03_M017,156.2300 - 164.7969,xxx,"But It's sort of hard 'cause the weather is so unpredictable and then if it's like cold that day.  Or if it's too hot, you know, it's like--but um--"
Ses02F_impro03_F021,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F021.wav,Ses02F_impro03_M017,Ses02F_impro03_M018,165.4402 - 176.5255,exc,"Yeah, I don't know-[LAUGHTER]-I mean--I can't even--the whole idea of like living--spending my whole life with somebody--that's crazy"
Ses02F_impro03_F022,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F022.wav,Ses02F_impro03_M018,Ses02F_impro03_M019,178.7900 - 180.8700,xxx,Two and a half years. [LAUGHTER]
Ses02F_impro03_F023,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F023.wav,Ses02F_impro03_M019,Ses02F_impro03_M020,187.2900 - 190.0200,hap,Thank you. Thank you so much.
Ses02F_impro03_F024,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F024.wav,Ses02F_impro03_M020,Ses02F_impro03_M021,195.4600 - 201.9000,exc,"Oh, you will--You'll find just the right girl.  And she'll be perfect for you and everything will be great."
Ses02F_impro03_F025,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F025.wav,Ses02F_impro03_M021,Ses02F_impro03_M022,205.4600 - 207.6783,xxx,You approve?  You approve?
Ses02F_impro03_F026,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F026.wav,Ses02F_impro03_M023,Ses02F_impro03_M024,220.3800 - 222.2400,hap,"Yeah, it's pretty good."
Ses02F_impro03_F027,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F027.wav,Ses02F_impro03_M024,Ses02F_impro03_M025,225.0487 - 228.4874,hap,"Of course, of course--you'll be able to be a part of it.  You can come help me pick my colors."
Ses02F_impro03_F028,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F028.wav,Ses02F_impro03_M025,Ses02F_impro03_F029,231.8858 - 240.3492,exc,"It's so girly.  I don't even know how to like--It's so weird, but it'll be fun.  My mom will love to be like--she'll get so into it, I'm sure."
Ses02F_impro03_F029,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F029.wav,Ses02F_impro03_F028,Ses02F_impro03_M026,240.4223 - 244.0151,hap,She'll be like--flowers and the--
Ses02F_impro03_F030,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_F030.wav,Ses02F_impro03_M026,,246.6500 - 250.5635,hap,"Oh, thank you. [LAUGHTER]"
Ses02F_impro03_M000,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M000.wav,Ses02F_impro03_F000,Ses02F_impro03_F001,6.2177 - 8.7208,xxx,What?
Ses02F_impro03_M001,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M001.wav,Ses02F_impro03_F001,Ses02F_impro03_F002,10.8600 - 14.2922,neu,"Um, you--"
Ses02F_impro03_M002,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M002.wav,Ses02F_impro03_F002,Ses02F_impro03_M003,16.7400 - 20.1143,sur,No.  Let me see.
Ses02F_impro03_M003,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M003.wav,Ses02F_impro03_M002,Ses02F_impro03_F003,20.6584 - 23.2900,xxx,"Oh, no way."
Ses02F_impro03_M004,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M004.wav,Ses02F_impro03_F003,Ses02F_impro03_F004,25.7200 - 31.4200,hap,That is great.  You look radiant.  I should've guess.
Ses02F_impro03_M005,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M005.wav,Ses02F_impro03_F004,Ses02F_impro03_F005,31.9100 - 34.5281,exc,"Well, Tell me about him.  What happened."
Ses02F_impro03_M006,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M006.wav,Ses02F_impro03_F008,Ses02F_impro03_F009,69.6500 - 71.3300,sur,What?
Ses02F_impro03_M007,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M007.wav,Ses02F_impro03_F009,Ses02F_impro03_F010,81.7153 - 85.5300,sur,That--that is the most romantic thing I have ever heard.
Ses02F_impro03_M008,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M008.wav,Ses02F_impro03_F010,Ses02F_impro03_F011,90.5500 - 97.0405,xxx,"Wow.  Yeah, 'cause yeah I don't know I'm sure if he--oh yeah he definitely had--would have had to have someone else--"
Ses02F_impro03_M009,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M009.wav,Ses02F_impro03_F011,Ses02F_impro03_F012,97.2700 - 102.0738,hap,"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it."
Ses02F_impro03_M010,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M010.wav,Ses02F_impro03_F012,Ses02F_impro03_F013,102.8845 - 106.0600,hap,No. I'm just as happy as you are.  This is--
Ses02F_impro03_M011,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M011.wav,Ses02F_impro03_F013,Ses02F_impro03_F014,110.8400 - 114.1900,hap,"So, I mean--it's good though."
Ses02F_impro03_M012,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M012.wav,Ses02F_impro03_F014,Ses02F_impro03_F015,116.7300 - 121.8195,exc,"Yeah, I know.  Wow.  I'm shaking.  I can't even--"
Ses02F_impro03_M013,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M013.wav,Ses02F_impro03_F016,Ses02F_impro03_F017,130.9859 - 137.0738,neu,"Oh. Do they--do they know yet? Have you told them? Oh, that's--"
Ses02F_impro03_M014,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M014.wav,Ses02F_impro03_F017,Ses02F_impro03_F018,139.8700 - 141.3100,neu,That's great.  Yeah.
Ses02F_impro03_M015,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M015.wav,Ses02F_impro03_F018,Ses02F_impro03_F019,145.5923 - 149.6643,neu,Okay. You know--you know where?  Or--
Ses02F_impro03_M016,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M016.wav,Ses02F_impro03_F019,Ses02F_impro03_F020,153.6844 - 156.4834,neu,"Uh, huh. I mean, you know, it's spring--It'll be--"
Ses02F_impro03_M017,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M017.wav,Ses02F_impro03_F020,Ses02F_impro03_F021,164.5900 - 166.0400,neu,Spring's nice though.
Ses02F_impro03_M018,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M018.wav,Ses02F_impro03_F021,Ses02F_impro03_F022,175.7300 - 179.5900,neu,"Yeah, that is--how long you guys been together now?"
Ses02F_impro03_M019,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M019.wav,Ses02F_impro03_F022,Ses02F_impro03_F023,179.8800 - 188.4736,hap,Okay.  All right.  So-[LAUGHTER]-quite a while.  I mean--That's-  That's good.  I'm so happy for you. [LAUGHTER]
Ses02F_impro03_M020,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M020.wav,Ses02F_impro03_F023,Ses02F_impro03_F024,189.3800 - 195.6500,hap,"Yeah, I'd love to be in that same situation some day, but, wow- so-"
Ses02F_impro03_M021,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M021.wav,Ses02F_impro03_F024,Ses02F_impro03_F025,201.0400 - 207.0585,xxx,You guys are awesome together.  It's definitely a--definitely a good couple.  I can see it. I should've guessed--
Ses02F_impro03_M022,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M022.wav,Ses02F_impro03_F025,Ses02F_impro03_M023,207.5653 - 211.0588,hap,"Oh, I approve. I-[LAUGHTER]-I more than approve."
Ses02F_impro03_M023,./IEMOCAP_full_release/Session2/sentences/wav/Ses02F_impro03/Ses02F_impro03_M023.wav,Ses02F_impro03_M022,Ses02F_impro03_F026,211.0776 - 220.7400,hap,"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--"
